AnnotationSetName	AnnotationSetVersion	AnnotationSetType	AnnotationSetFields	CreationDate	Build	AnnotationSetSize	Info
mm10_UCSC_rmsk	1.0	generic	bin,swScore,milliDiv,milliDel,milliIns,genoName,genoStart,genoEnd,genoLeft,strand,repName,repClass,repFamily,repStart,repEnd,repLeft,id	2018/03/28 22:32:29	mm10	5147736	  Number of Instances: AutoScaling ExecutionTime (msec): 629558
mm10_UCSC_netProCap1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:28:35	mm10	1412152	  Number of Instances: AutoScaling ExecutionTime (msec): 772428
mm10_UCSC_netMacEug2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:55:12	mm10	470397	  Number of Instances: AutoScaling ExecutionTime (msec): 247785
mm10_UCSC_netAnoCar2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:46:45	mm10	375803	  Number of Instances: AutoScaling ExecutionTime (msec): 302531
mm10_UCSC_netGasAcu1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:52:23	mm10	265643	  Number of Instances: AutoScaling ExecutionTime (msec): 238925
mm10_UCSC_netGalVar1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:52:40	mm10	3007888	  Number of Instances: AutoScaling ExecutionTime (msec): 275206
mm10_UCSC_netDipOrd1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:50:06	mm10	2144442	  Number of Instances: AutoScaling ExecutionTime (msec): 282232
mm10_UCSC_netEquCab2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:51:11	mm10	2853035	  Number of Instances: AutoScaling ExecutionTime (msec): 307076
mm10_UCSC_netPetMar2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:28:43	mm10	130797	  Number of Instances: AutoScaling ExecutionTime (msec): 810121
mm10_UCSC_netOreNil2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:58:46	mm10	250935	  Number of Instances: AutoScaling ExecutionTime (msec): 241233
mm10_UCSC_netSusScr11	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:52	mm10	2474841	  Number of Instances: AutoScaling ExecutionTime (msec): 735626
mm10_UCSC_netLatCha1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:54:28	mm10	311398	  Number of Instances: AutoScaling ExecutionTime (msec): 244894
mm10_UCSC_netMm10Patch4	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:56:37	mm10	8563	  Number of Instances: AutoScaling ExecutionTime (msec): 213789
mm10_UCSC_netPanPan2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:01:21	mm10	2835872	  Number of Instances: AutoScaling ExecutionTime (msec): 276230
mm10_UCSC_netGalGal5	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:51:45	mm10	429042	  Number of Instances: AutoScaling ExecutionTime (msec): 241969
mm10_UCSC_netFr3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:51:12	mm10	234810	  Number of Instances: AutoScaling ExecutionTime (msec): 248893
mm10_UCSC_netGadMor1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:22:23	mm10	231980	  Number of Instances: AutoScaling ExecutionTime (msec): 688487
mm10_UCSC_netOrnAna1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:59:20	mm10	571823	  Number of Instances: AutoScaling ExecutionTime (msec): 256992
mm10_UCSC_netOryLat2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:27:13	mm10	248548	  Number of Instances: AutoScaling ExecutionTime (msec): 778446
mm10_UCSC_netTetNig2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:30	mm10	226939	  Number of Instances: AutoScaling ExecutionTime (msec): 573639
mm10_UCSC_netSaiBol1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:27:56	mm10	2688538	  Number of Instances: AutoScaling ExecutionTime (msec): 642814
mm10_UCSC_netTarSyr2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:07:20	mm10	2841361	  Number of Instances: AutoScaling ExecutionTime (msec): 277528
mm10_UCSC_netTupBel1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:08:24	mm10	1821476	  Number of Instances: AutoScaling ExecutionTime (msec): 280927
mm10_UCSC_netHetGla2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:54:20	mm10	3194400	  Number of Instances: AutoScaling ExecutionTime (msec): 296610
mm10_UCSC_netChrPic1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:48:13	mm10	506723	  Number of Instances: AutoScaling ExecutionTime (msec): 249699
mm10_UCSC_netCalJac3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:47:59	mm10	2733881	  Number of Instances: AutoScaling ExecutionTime (msec): 336834
mm10_UCSC_netGeoFor1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:53:08	mm10	394451	  Number of Instances: AutoScaling ExecutionTime (msec): 265008
mm10_UCSC_netHg38	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:54:42	mm10	2852382	  Number of Instances: AutoScaling ExecutionTime (msec): 278560
mm10_UCSC_netMonDom5	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:57:42	mm10	939938	  Number of Instances: AutoScaling ExecutionTime (msec): 258689
mm10_UCSC_netXenTro9	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:53	mm10	381197	  Number of Instances: AutoScaling ExecutionTime (msec): 563884
mm10_UCSC_netGorGor3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:54:32	mm10	2743025	  Number of Instances: AutoScaling ExecutionTime (msec): 329730
mm10_UCSC_netSpeTri2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:30:17	mm10	3205852	  Number of Instances: AutoScaling ExecutionTime (msec): 709389
mm10_UCSC_netRheMac8	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:28:05	mm10	2814715	  Number of Instances: AutoScaling ExecutionTime (msec): 675717
mm10_UCSC_netManPen1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:56:37	mm10	2476084	  Number of Instances: AutoScaling ExecutionTime (msec): 312795
mm10_UCSC_netPanTro5	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:28:06	mm10	2843419	  Number of Instances: AutoScaling ExecutionTime (msec): 754454
mm10_UCSC_netMyoLuc2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:58:21	mm10	2322618	  Number of Instances: AutoScaling ExecutionTime (msec): 276660
mm10_UCSC_netCriGriChoV1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:49:33	mm10	4406203	  Number of Instances: AutoScaling ExecutionTime (msec): 308692
mm10_UCSC_netEriEur1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:51:10	mm10	992671	  Number of Instances: AutoScaling ExecutionTime (msec): 285272
mm10_UCSC_netOviAri1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:01:07	mm10	1713775	  Number of Instances: AutoScaling ExecutionTime (msec): 283422
mm10_UCSC_netTriMan1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:08:30	mm10	2266906	  Number of Instances: AutoScaling ExecutionTime (msec): 306922
mm10_UCSC_netCerSim1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:48:21	mm10	2895453	  Number of Instances: AutoScaling ExecutionTime (msec): 298112
mm10_UCSC_netMelGal5	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:56:41	mm10	398996	  Number of Instances: AutoScaling ExecutionTime (msec): 277849
mm10_UCSC_netMelGal1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:55:50	mm10	403816	  Number of Instances: AutoScaling ExecutionTime (msec): 247162
mm10_UCSC_netTurTru2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:08:55	mm10	2640700	  Number of Instances: AutoScaling ExecutionTime (msec): 291312
mm10_UCSC_netHg19	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:54:38	mm10	3126721	  Number of Instances: AutoScaling ExecutionTime (msec): 295175
mm10_UCSC_netPetMar3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:02:16	mm10	172063	  Number of Instances: AutoScaling ExecutionTime (msec): 232261
mm10_UCSC_netOchPri2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:27:45	mm10	1633627	  Number of Instances: AutoScaling ExecutionTime (msec): 818947
mm10_UCSC_netXenLae2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:08:40	mm10	368015	  Number of Instances: AutoScaling ExecutionTime (msec): 236299
mm10_UCSC_netPteVam1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:27:47	mm10	2493677	  Number of Instances: AutoScaling ExecutionTime (msec): 672193
mm10_UCSC_netRn6	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:22	mm10	3740953	  Number of Instances: AutoScaling ExecutionTime (msec): 743520
mm10_UCSC_netChoHof1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:48:23	mm10	1675276	  Number of Instances: AutoScaling ExecutionTime (msec): 278577
mm10_UCSC_netDasNov3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:49:51	mm10	2384124	  Number of Instances: AutoScaling ExecutionTime (msec): 287416
mm10_UCSC_netPapHam1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:28:44	mm10	2761466	  Number of Instances: AutoScaling ExecutionTime (msec): 793030
mm10_UCSC_netLoxAfr3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:55:16	mm10	2255318	  Number of Instances: AutoScaling ExecutionTime (msec): 272733
mm10_UCSC_netDanRer11	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:48:39	mm10	191308	  Number of Instances: AutoScaling ExecutionTime (msec): 236290
mm10_UCSC_netOtoGar3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:00:54	mm10	2762850	  Number of Instances: AutoScaling ExecutionTime (msec): 290774
mm10_UCSC_netMelUnd1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:56:45	mm10	395813	  Number of Instances: AutoScaling ExecutionTime (msec): 261888
mm10_UCSC_netSusScr3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:02	mm10	2319815	  Number of Instances: AutoScaling ExecutionTime (msec): 659675
mm10_UCSC_netOryCun2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:59:51	mm10	2587843	  Number of Instances: AutoScaling ExecutionTime (msec): 267422
mm10_UCSC_netEchTel2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:50:23	mm10	1478386	  Number of Instances: AutoScaling ExecutionTime (msec): 277911
mm10_UCSC_netMicMur1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:57:46	mm10	2339147	  Number of Instances: AutoScaling ExecutionTime (msec): 302714
mm10_UCSC_netNomLeu2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:58:57	mm10	2780560	  Number of Instances: AutoScaling ExecutionTime (msec): 292372
mm10_UCSC_netFelCat5	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:52:07	mm10	2612222	  Number of Instances: AutoScaling ExecutionTime (msec): 322994
mm10_UCSC_netCanFam3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:48:09	mm10	2586140	  Number of Instances: AutoScaling ExecutionTime (msec): 326311
mm10_UCSC_netSorAra2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:02	mm10	1373221	  Number of Instances: AutoScaling ExecutionTime (msec): 672538
mm10_UCSC_netSarHar1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:29:02	mm10	819729	  Number of Instances: AutoScaling ExecutionTime (msec): 716654
mm10_UCSC_netBosTau8	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:47:04	mm10	2381920	  Number of Instances: AutoScaling ExecutionTime (msec): 301573
mm10_UCSC_netPanTro4	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:01:56	mm10	2806612	  Number of Instances: AutoScaling ExecutionTime (msec): 292577
mm10_UCSC_netAilMel1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:46:42	mm10	2721571	  Number of Instances: AutoScaling ExecutionTime (msec): 319258
mm10_UCSC_netCavPor3	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 01:48:06	mm10	2942831	  Number of Instances: AutoScaling ExecutionTime (msec): 303230
mm10_UCSC_netTaeGut1	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/29 02:06:32	mm10	401704	  Number of Instances: AutoScaling ExecutionTime (msec): 248880
mm10_UCSC_netVicPac2	1.0	generic	bin,level,tName,tStart,tEnd,strand,qName,qStart,qEnd,chainId,ali,score,qOver,qFar,qDup,type,tN,qN,tR,qR,tNewR,qNewR,tOldR,qOldR,tTrf,qTrf	2018/03/28 22:30:11	mm10	2666037	  Number of Instances: AutoScaling ExecutionTime (msec): 619460
mm10_UCSC_nestedRepeats	1.0	generic	bin,chrom,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,reserved,blockCount,blockSizes,chromStarts,blockStrands,id,repClass,repFamily	2018/03/29 01:44:52	mm10	425483	  Number of Instances: AutoScaling ExecutionTime (msec): 229956
mm10_UCSC_chrY_JH584300_random_intronEst	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 01:26:43	mm10	5	  Number of Instances: AutoScaling ExecutionTime (msec): 221729
mm10_UCSC_chr1_GL456210_random_intronEst	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 00:35:30	mm10	31	  Number of Instances: AutoScaling ExecutionTime (msec): 210092
mm10_UCSC_chrUn_GL456368_mrna	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/28 22:06:35	mm10	2	  Number of Instances: AutoScaling ExecutionTime (msec): 1004058
mm10_UCSC_chrUn_GL456372_intronEst	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 01:09:15	mm10	4	  Number of Instances: AutoScaling ExecutionTime (msec): 193786
mm10_UCSC_chrM_est	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 01:01:19	mm10	41292	  Number of Instances: AutoScaling ExecutionTime (msec): 218286
mm10_UCSC_chr18_intronEst	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 00:33:19	mm10	44226	  Number of Instances: AutoScaling ExecutionTime (msec): 198412
mm10_UCSC_chrUn_GL456378_mrna	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 01:11:02	mm10	13	  Number of Instances: AutoScaling ExecutionTime (msec): 220003
mm10_UCSC_chr1_GL456212_random_intronEst	1.0	generic	bin,matches,misMatches,repMatches,nCount,qNumInsert,qBaseInsert,tNumInsert,tBaseInsert,strand,qName,qSize,qStart,qEnd,tName,tSize,tStart,tEnd,blockCount,blockSizes,qStarts,tStarts	2018/03/29 00:37:26	mm10	74	  Number of Instances: AutoScaling ExecutionTime (msec): 203706
